"","ay","age","amount","metric","eval_date"
"1997.1471",1997,147,2325368674,"ind_itdrptd",03/31/2009
"1998.1471",1998,147,2765683338,"ind_itdrptd",03/31/2010
"1999.1471",1999,147,3055333628,"ind_itdrptd",03/31/2011
"2000.1471",2000,147,3435684361,"ind_itdrptd",03/31/2012
"2001.1471",2001,147,4860390137,"ind_itdrptd",03/31/2013
"2002.1471",2002,147,4797941497,"ind_itdrptd",03/31/2014
"2003.1471",2003,147,4618338136,"ind_itdrptd",03/31/2015
"2004.1471",2004,147,3289673824,"ind_itdrptd",03/31/2016
"2005.1471",2005,147,2578267085,"ind_itdrptd",03/31/2017
"2006.1471",2006,147,2650698468,"ind_itdrptd",03/31/2018
"1995.1591",1995,159,1638845816,"ind_itdrptd",03/31/2008
"1996.1591",1996,159,1965537142,"ind_itdrptd",03/31/2009
"1997.1591",1997,159,2330019411,"ind_itdrptd",03/31/2010
"1998.1591",1998,159,2776746071,"ind_itdrptd",03/31/2011
"1999.1591",1999,159,3067554963,"ind_itdrptd",03/31/2012
"2000.1591",2000,159,3445991414,"ind_itdrptd",03/31/2013
"2001.1591",2001,159,4884692088,"ind_itdrptd",03/31/2014
"2002.1591",2002,159,4807537380,"ind_itdrptd",03/31/2015
"2003.1591",2003,159,4627574812,"ind_itdrptd",03/31/2016
"2004.1591",2004,159,3299542845,"ind_itdrptd",03/31/2017
"2005.1591",2005,159,2588580153,"ind_itdrptd",03/31/2018
"1994.1711",1994,171,1633378313,"ind_itdrptd",03/31/2008
"1995.1711",1995,171,1643762354,"ind_itdrptd",03/31/2009
"1996.1711",1996,171,1965537142,"ind_itdrptd",03/31/2010
"1997.1711",1997,171,2337009469,"ind_itdrptd",03/31/2011
"1998.1711",1998,171,2787853056,"ind_itdrptd",03/31/2012
"1999.1711",1999,171,3076757627,"ind_itdrptd",03/31/2013
"2000.1711",2000,171,3452883397,"ind_itdrptd",03/31/2014
"2001.1711",2001,171,4899346164,"ind_itdrptd",03/31/2015
"2002.1711",2002,171,4812344917,"ind_itdrptd",03/31/2016
"2003.1711",2003,171,4641457536,"ind_itdrptd",03/31/2017
"2004.1711",2004,171,3302842388,"ind_itdrptd",03/31/2018
"1993.1831",1993,183,1489789184,"ind_itdrptd",03/31/2008
"1994.1831",1994,183,1631744935,"ind_itdrptd",03/31/2009
"1995.1831",1995,183,1645406116,"ind_itdrptd",03/31/2010
"1996.1831",1996,183,1963571605,"ind_itdrptd",03/31/2011
"1997.1831",1997,183,2341683488,"ind_itdrptd",03/31/2012
"1998.1831",1998,183,2787853056,"ind_itdrptd",03/31/2013
"1999.1831",1999,183,3082911143,"ind_itdrptd",03/31/2014
"2000.1831",2000,183,3463242047,"ind_itdrptd",03/31/2015
"2001.1831",2001,183,4904245510,"ind_itdrptd",03/31/2016
"2002.1831",2002,183,4826781952,"ind_itdrptd",03/31/2017
"2003.1831",2003,183,4655381909,"ind_itdrptd",03/31/2018
"1992.1951",1992,195,1977444437,"ind_itdrptd",03/31/2008
"1993.1951",1993,195,1492768762,"ind_itdrptd",03/31/2009
"1994.1951",1994,195,1630113190,"ind_itdrptd",03/31/2010
"1995.1951",1995,195,1648696928,"ind_itdrptd",03/31/2011
"1996.1951",1996,195,1967498748,"ind_itdrptd",03/31/2012
"1997.1951",1997,195,2344025172,"ind_itdrptd",03/31/2013
"1998.1951",1998,195,2796216615,"ind_itdrptd",03/31/2014
"1999.1951",1999,195,3089076965,"ind_itdrptd",03/31/2015
"2000.1951",2000,195,3470168531,"ind_itdrptd",03/31/2016
"2001.1951",2001,195,4914054001,"ind_itdrptd",03/31/2017
"2002.1951",2002,195,4836435516,"ind_itdrptd",03/31/2018
"1991.2071",1991,207,2479973624,"ind_itdrptd",03/31/2008
"1992.2071",1992,207,1977444437,"ind_itdrptd",03/31/2009
"1993.2071",1993,207,1491275993,"ind_itdrptd",03/31/2010
"1994.2071",1994,207,1631743303,"ind_itdrptd",03/31/2011
"1995.2071",1995,207,1650345625,"ind_itdrptd",03/31/2012
"1996.2071",1996,207,1969466247,"ind_itdrptd",03/31/2013
"1997.2071",1997,207,2346369197,"ind_itdrptd",03/31/2014
"1998.2071",1998,207,2799012832,"ind_itdrptd",03/31/2015
"1999.2071",1999,207,3089076965,"ind_itdrptd",03/31/2016
"2000.2071",2000,207,3470168531,"ind_itdrptd",03/31/2017
"2001.2071",2001,207,4918968055,"ind_itdrptd",03/31/2018
"1990.2191",1990,219,1940563316,"ind_itdrptd",03/31/2008
"1991.2191",1991,219,2482453597,"ind_itdrptd",03/31/2009
"1992.2191",1992,219,1977444437,"ind_itdrptd",03/31/2010
"1993.2191",1993,219,1491275993,"ind_itdrptd",03/31/2011
"1994.2191",1994,219,1633375046,"ind_itdrptd",03/31/2012
"1995.2191",1995,219,1653646316,"ind_itdrptd",03/31/2013
"1996.2191",1996,219,1973405179,"ind_itdrptd",03/31/2014
"1997.2191",1997,219,2346369197,"ind_itdrptd",03/31/2015
"1998.2191",1998,219,2804610857,"ind_itdrptd",03/31/2016
"1999.2191",1999,219,3089076965,"ind_itdrptd",03/31/2017
"2000.2191",2000,219,3477108868,"ind_itdrptd",03/31/2018
"1989.2311",1989,231,1778923100,"ind_itdrptd",03/31/2008
"1990.2311",1990,231,1942503880,"ind_itdrptd",03/31/2009
"1991.2311",1991,231,2484936051,"ind_itdrptd",03/31/2010
"1992.2311",1992,231,1979421881,"ind_itdrptd",03/31/2011
"1993.2311",1993,231,1492767269,"ind_itdrptd",03/31/2012
"1994.2311",1994,231,1636641796,"ind_itdrptd",03/31/2013
"1995.2311",1995,231,1651992670,"ind_itdrptd",03/31/2014
"1996.2311",1996,231,1975378584,"ind_itdrptd",03/31/2015
"1997.2311",1997,231,2346369197,"ind_itdrptd",03/31/2016
"1998.2311",1998,231,2810220079,"ind_itdrptd",03/31/2017
"1999.2311",1999,231,3089076965,"ind_itdrptd",03/31/2018
"1988.2431",1988,243,1522391357,"ind_itdrptd",03/31/2008
"1989.2431",1989,243,1778923100,"ind_itdrptd",03/31/2009
"1990.2431",1990,243,1942503880,"ind_itdrptd",03/31/2010
"1991.2431",1991,243,2484936051,"ind_itdrptd",03/31/2011
"1992.2431",1992,243,1981401303,"ind_itdrptd",03/31/2012
"1993.2431",1993,243,1494260037,"ind_itdrptd",03/31/2013
"1994.2431",1994,243,1638278438,"ind_itdrptd",03/31/2014
"1995.2431",1995,243,1650340677,"ind_itdrptd",03/31/2015
"1996.2431",1996,243,1975378584,"ind_itdrptd",03/31/2016
"1997.2431",1997,243,2346369197,"ind_itdrptd",03/31/2017
"1998.2431",1998,243,2813030299,"ind_itdrptd",03/31/2018
"1987.2551",1987,255,1504389679,"ind_itdrptd",03/31/2008
"1988.2551",1988,255,1523913748,"ind_itdrptd",03/31/2009
"1989.2551",1989,255,1780702024,"ind_itdrptd",03/31/2010
"1990.2551",1990,255,1942503880,"ind_itdrptd",03/31/2011
"1991.2551",1991,255,2484936051,"ind_itdrptd",03/31/2012
"1992.2551",1992,255,1983382704,"ind_itdrptd",03/31/2013
"1993.2551",1993,255,1495754297,"ind_itdrptd",03/31/2014
"1994.2551",1994,255,1639916717,"ind_itdrptd",03/31/2015
"1995.2551",1995,255,1651991018,"ind_itdrptd",03/31/2016
"1996.2551",1996,255,1977353963,"ind_itdrptd",03/31/2017
"1997.2551",1997,255,2346369197,"ind_itdrptd",03/31/2018
"1986.2671",1986,267,1379213793,"ind_itdrptd",03/31/2008
"1987.2671",1987,267,1504389679,"ind_itdrptd",03/31/2009
"1988.2671",1988,267,1523913748,"ind_itdrptd",03/31/2010
"1989.2671",1989,267,1782482726,"ind_itdrptd",03/31/2011
"1990.2671",1990,267,1944446384,"ind_itdrptd",03/31/2012
"1991.2671",1991,267,2484936051,"ind_itdrptd",03/31/2013
"1992.2671",1992,267,1985366087,"ind_itdrptd",03/31/2014
"1993.2671",1993,267,1497250051,"ind_itdrptd",03/31/2015
"1994.2671",1994,267,1641556633,"ind_itdrptd",03/31/2016
"1995.2671",1995,267,1651991018,"ind_itdrptd",03/31/2017
"1996.2671",1996,267,1979331317,"ind_itdrptd",03/31/2018
"1986.2791",1986,279,1379213793,"ind_itdrptd",03/31/2009
"1987.2791",1987,279,1504389679,"ind_itdrptd",03/31/2010
"1988.2791",1988,279,1526961576,"ind_itdrptd",03/31/2011
"1989.2791",1989,279,1784265208,"ind_itdrptd",03/31/2012
"1990.2791",1990,279,1944446384,"ind_itdrptd",03/31/2013
"1991.2791",1991,279,2487420987,"ind_itdrptd",03/31/2014
"1992.2791",1992,279,1985366087,"ind_itdrptd",03/31/2015
"1993.2791",1993,279,1497250051,"ind_itdrptd",03/31/2016
"1994.2791",1994,279,1643198190,"ind_itdrptd",03/31/2017
"1995.2791",1995,279,1653643009,"ind_itdrptd",03/31/2018
"1986.2911",1986,291,1380593007,"ind_itdrptd",03/31/2010
"1987.2911",1987,291,1504389679,"ind_itdrptd",03/31/2011
"1988.2911",1988,291,1530015499,"ind_itdrptd",03/31/2012
"1989.2911",1989,291,1784265208,"ind_itdrptd",03/31/2013
"1990.2911",1990,291,1944446384,"ind_itdrptd",03/31/2014
"1991.2911",1991,291,2487420987,"ind_itdrptd",03/31/2015
"1992.2911",1992,291,1985366087,"ind_itdrptd",03/31/2016
"1993.2911",1993,291,1497250051,"ind_itdrptd",03/31/2017
"1994.2911",1994,291,1643198190,"ind_itdrptd",03/31/2018
"1986.3031",1986,303,1380593007,"ind_itdrptd",03/31/2011
"1987.3031",1987,303,1507398458,"ind_itdrptd",03/31/2012
"1988.3031",1988,303,1531545514,"ind_itdrptd",03/31/2013
"1989.3031",1989,303,1784265208,"ind_itdrptd",03/31/2014
"1990.3031",1990,303,1944446384,"ind_itdrptd",03/31/2015
"1991.3031",1991,303,2487420987,"ind_itdrptd",03/31/2016
"1992.3031",1992,303,1985366087,"ind_itdrptd",03/31/2017
"1993.3031",1993,303,1497250051,"ind_itdrptd",03/31/2018
"1986.3151",1986,315,1383354193,"ind_itdrptd",03/31/2012
"1987.3151",1987,315,1508905856,"ind_itdrptd",03/31/2013
"1988.3151",1988,315,1531545514,"ind_itdrptd",03/31/2014
"1989.3151",1989,315,1784265208,"ind_itdrptd",03/31/2015
"1990.3151",1990,315,1944446384,"ind_itdrptd",03/31/2016
"1991.3151",1991,315,2487420987,"ind_itdrptd",03/31/2017
"1992.3151",1992,315,1985366087,"ind_itdrptd",03/31/2018
"1986.3271",1986,327,1386120901,"ind_itdrptd",03/31/2013
"1987.3271",1987,327,1508905856,"ind_itdrptd",03/31/2014
"1988.3271",1988,327,1531545514,"ind_itdrptd",03/31/2015
"1989.3271",1989,327,1786049474,"ind_itdrptd",03/31/2016
"1990.3271",1990,327,1944446384,"ind_itdrptd",03/31/2017
"1991.3271",1991,327,2487420987,"ind_itdrptd",03/31/2018
"1986.3391",1986,339,1387507022,"ind_itdrptd",03/31/2014
"1987.3391",1987,339,1508905856,"ind_itdrptd",03/31/2015
"1988.3391",1988,339,1531545514,"ind_itdrptd",03/31/2016
"1989.3391",1989,339,1787835523,"ind_itdrptd",03/31/2017
"1990.3391",1990,339,1946390830,"ind_itdrptd",03/31/2018
"1986.3511",1986,351,1387507022,"ind_itdrptd",03/31/2015
"1987.3511",1987,351,1510414762,"ind_itdrptd",03/31/2016
"1988.3511",1988,351,1533077060,"ind_itdrptd",03/31/2017
"1989.3511",1989,351,1787835523,"ind_itdrptd",03/31/2018
"1986.3631",1986,363,1387507022,"ind_itdrptd",03/31/2016
"1987.3631",1987,363,1510414762,"ind_itdrptd",03/31/2017
"1988.3631",1988,363,1533077060,"ind_itdrptd",03/31/2018
"1986.3751",1986,375,1387507022,"ind_itdrptd",03/31/2017
"1987.3751",1987,375,1511925177,"ind_itdrptd",03/31/2018
"1986.387",1986,387,1387507022,"ind_itdrptd",03/31/2018
"2007.152",2007,15,838201697,"med_itdpaid",03/31/2008
"2008.152",2008,15,873802401,"med_itdpaid",03/31/2009
"2009.152",2009,15,804197655,"med_itdpaid",03/31/2010
"2010.152",2010,15,822383630,"med_itdpaid",03/31/2011
"2011.152",2011,15,772119777,"med_itdpaid",03/31/2012
"2012.152",2012,15,771089392,"med_itdpaid",03/31/2013
"2013.152",2013,15,809867801,"med_itdpaid",03/31/2014
"2014.152",2014,15,833863770,"med_itdpaid",03/31/2015
"2015.152",2015,15,868974129,"med_itdpaid",03/31/2016
"2016.152",2016,15,934987621,"med_itdpaid",03/31/2017
"2017.152",2017,15,989228228,"med_itdpaid",03/31/2018
"2006.272",2006,27,1446790311,"med_itdpaid",03/31/2008
"2007.272",2007,27,1551511341,"med_itdpaid",03/31/2009
"2008.272",2008,27,1595563184,"med_itdpaid",03/31/2010
"2009.272",2009,27,1508674800,"med_itdpaid",03/31/2011
"2010.272",2010,27,1583910871,"med_itdpaid",03/31/2012
"2011.272",2011,27,1511038404,"med_itdpaid",03/31/2013
"2012.272",2012,27,1529070264,"med_itdpaid",03/31/2014
"2013.272",2013,27,1570333667,"med_itdpaid",03/31/2015
"2014.272",2014,27,1614360260,"med_itdpaid",03/31/2016
"2015.272",2015,27,1698844423,"med_itdpaid",03/31/2017
"2016.272",2016,27,1753101789,"med_itdpaid",03/31/2018
"2005.392",2005,39,1850192384,"med_itdpaid",03/31/2008
"2006.392",2006,39,1941592597,"med_itdpaid",03/31/2009
"2007.392",2007,39,2097643333,"med_itdpaid",03/31/2010
"2008.392",2008,39,2168370368,"med_itdpaid",03/31/2011
"2009.392",2009,39,2089514598,"med_itdpaid",03/31/2012
"2010.392",2010,39,2220643041,"med_itdpaid",03/31/2013
"2011.392",2011,39,2116964803,"med_itdpaid",03/31/2014
"2012.392",2012,39,2137640230,"med_itdpaid",03/31/2015
"2013.392",2013,39,2182763797,"med_itdpaid",03/31/2016
"2014.392",2014,39,2239117680,"med_itdpaid",03/31/2017
"2015.392",2015,39,2308729571,"med_itdpaid",03/31/2018
"2004.512",2004,51,2476317997,"med_itdpaid",03/31/2008
"2005.512",2005,51,2207279514,"med_itdpaid",03/31/2009
"2006.512",2006,51,2322144746,"med_itdpaid",03/31/2010
"2007.512",2007,51,2523464930,"med_itdpaid",03/31/2011
"2008.512",2008,51,2619391404,"med_itdpaid",03/31/2012
"2009.512",2009,51,2551297324,"med_itdpaid",03/31/2013
"2010.512",2010,51,2746935441,"med_itdpaid",03/31/2014
"2011.512",2011,51,2576346166,"med_itdpaid",03/31/2015
"2012.512",2012,51,2592957598,"med_itdpaid",03/31/2016
"2013.512",2013,51,2632413139,"med_itdpaid",03/31/2017
"2014.512",2014,51,2673506510,"med_itdpaid",03/31/2018
"2003.632",2003,63,3559113412,"med_itdpaid",03/31/2008
"2004.632",2004,63,2775952474,"med_itdpaid",03/31/2009
"2005.632",2005,63,2478774894,"med_itdpaid",03/31/2010
"2006.632",2006,63,2614734984,"med_itdpaid",03/31/2011
"2007.632",2007,63,2826280721,"med_itdpaid",03/31/2012
"2008.632",2008,63,2970389852,"med_itdpaid",03/31/2013
"2009.632",2009,63,2933991923,"med_itdpaid",03/31/2014
"2010.632",2010,63,3112277855,"med_itdpaid",03/31/2015
"2011.632",2011,63,2913847513,"med_itdpaid",03/31/2016
"2012.632",2012,63,2924856171,"med_itdpaid",03/31/2017
"2013.632",2013,63,2924610997,"med_itdpaid",03/31/2018
"2002.752",2002,75,4165055470,"med_itdpaid",03/31/2008
"2003.752",2003,75,3808251351,"med_itdpaid",03/31/2009
"2004.752",2004,75,3014684387,"med_itdpaid",03/31/2010
"2005.752",2005,75,2704343410,"med_itdpaid",03/31/2011
"2006.752",2006,75,2836987457,"med_itdpaid",03/31/2012
"2007.752",2007,75,3086298548,"med_itdpaid",03/31/2013
"2008.752",2008,75,3261488058,"med_itdpaid",03/31/2014
"2009.752",2009,75,3212721156,"med_itdpaid",03/31/2015
"2010.752",2010,75,3383046028,"med_itdpaid",03/31/2016
"2011.752",2011,75,3152783009,"med_itdpaid",03/31/2017
"2012.752",2012,75,3147145240,"med_itdpaid",03/31/2018
"2001.872",2001,87,4119670772,"med_itdpaid",03/31/2008
"2002.872",2002,87,4385803410,"med_itdpaid",03/31/2009
"2003.872",2003,87,4017705175,"med_itdpaid",03/31/2010
"2004.872",2004,87,3213653557,"med_itdpaid",03/31/2011
"2005.872",2005,87,2874717044,"med_itdpaid",03/31/2012
"2006.872",2006,87,3018554655,"med_itdpaid",03/31/2013
"2007.872",2007,87,3330116133,"med_itdpaid",03/31/2014
"2008.872",2008,87,3480007757,"med_itdpaid",03/31/2015
"2009.872",2009,87,3411909867,"med_itdpaid",03/31/2016
"2010.872",2010,87,3586028790,"med_itdpaid",03/31/2017
"2011.872",2011,87,3326186075,"med_itdpaid",03/31/2018
"2000.992",2000,99,2891151600,"med_itdpaid",03/31/2008
"2001.992",2001,99,4309175627,"med_itdpaid",03/31/2009
"2002.992",2002,99,4574392956,"med_itdpaid",03/31/2010
"2003.992",2003,99,4198501908,"med_itdpaid",03/31/2011
"2004.992",2004,99,3364695274,"med_itdpaid",03/31/2012
"2005.992",2005,99,3027077048,"med_itdpaid",03/31/2013
"2006.992",2006,99,3190612270,"med_itdpaid",03/31/2014
"2007.992",2007,99,3499952056,"med_itdpaid",03/31/2015
"2008.992",2008,99,3643568122,"med_itdpaid",03/31/2016
"2009.992",2009,99,3555210082,"med_itdpaid",03/31/2017
"2010.992",2010,99,3725883913,"med_itdpaid",03/31/2018
"1999.1112",1999,111,2454045320,"med_itdpaid",03/31/2008
"2000.1112",2000,111,2998124209,"med_itdpaid",03/31/2009
"2001.1112",2001,111,4468615125,"med_itdpaid",03/31/2010
"2002.1112",2002,111,4720773531,"med_itdpaid",03/31/2011
"2003.1112",2003,111,4337052471,"med_itdpaid",03/31/2012
"2004.1112",2004,111,3495918390,"med_itdpaid",03/31/2013
"2005.1112",2005,111,3181457977,"med_itdpaid",03/31/2014
"2006.1112",2006,111,3318236761,"med_itdpaid",03/31/2015
"2007.1112",2007,111,3632950234,"med_itdpaid",03/31/2016
"2008.1112",2008,111,3763805870,"med_itdpaid",03/31/2017
"2009.1112",2009,111,3658311174,"med_itdpaid",03/31/2018
"1998.1232",1998,123,2172038190,"med_itdpaid",03/31/2008
"1999.1232",1999,123,2539936906,"med_itdpaid",03/31/2009
"2000.1232",2000,123,3088067936,"med_itdpaid",03/31/2010
"2001.1232",2001,123,4616079425,"med_itdpaid",03/31/2011
"2002.1232",2002,123,4848234416,"med_itdpaid",03/31/2012
"2003.1232",2003,123,4462826992,"med_itdpaid",03/31/2013
"2004.1232",2004,123,3639251044,"med_itdpaid",03/31/2014
"2005.1232",2005,123,3299171922,"med_itdpaid",03/31/2015
"2006.1232",2006,123,3424420337,"med_itdpaid",03/31/2016
"2007.1232",2007,123,3734672840,"med_itdpaid",03/31/2017
"2008.1232",2008,123,3854137211,"med_itdpaid",03/31/2018
"1997.1352",1997,135,1723226858,"med_itdpaid",03/31/2008
"1998.1352",1998,135,2241543412,"med_itdpaid",03/31/2009
"1999.1352",1999,135,2616135013,"med_itdpaid",03/31/2010
"2000.1352",2000,135,3168357702,"med_itdpaid",03/31/2011
"2001.1352",2001,135,4736097490,"med_itdpaid",03/31/2012
"2002.1352",2002,135,4964592042,"med_itdpaid",03/31/2013
"2003.1352",2003,135,4610100283,"med_itdpaid",03/31/2014
"2004.1352",2004,135,3752067826,"med_itdpaid",03/31/2015
"2005.1352",2005,135,3394847908,"med_itdpaid",03/31/2016
"2006.1352",2006,135,3503182005,"med_itdpaid",03/31/2017
"2007.1352",2007,135,3813100970,"med_itdpaid",03/31/2018
"1996.1472",1996,147,1471598697,"med_itdpaid",03/31/2008
"1997.1472",1997,147,1766307530,"med_itdpaid",03/31/2009
"1998.1472",1998,147,2302065084,"med_itdpaid",03/31/2010
"1999.1472",1999,147,2681538389,"med_itdpaid",03/31/2011
"2000.1472",2000,147,3238061571,"med_itdpaid",03/31/2012
"2001.1472",2001,147,4840291634,"med_itdpaid",03/31/2013
"2002.1472",2002,147,5093671435,"med_itdpaid",03/31/2014
"2003.1472",2003,147,4725352790,"med_itdpaid",03/31/2015
"2004.1472",2004,147,3834613318,"med_itdpaid",03/31/2016
"2005.1472",2005,147,3462744866,"med_itdpaid",03/31/2017
"2006.1472",2006,147,3569742463,"med_itdpaid",03/31/2018
"1995.1592",1995,159,1393122689,"med_itdpaid",03/31/2008
"1996.1592",1996,159,1505445467,"med_itdpaid",03/31/2009
"1997.1592",1997,159,1801633680,"med_itdpaid",03/31/2010
"1998.1592",1998,159,2350408451,"med_itdpaid",03/31/2011
"1999.1592",1999,159,2735169156,"med_itdpaid",03/31/2012
"2000.1592",2000,159,3302822803,"med_itdpaid",03/31/2013
"2001.1592",2001,159,4966139217,"med_itdpaid",03/31/2014
"2002.1592",2002,159,5185357521,"med_itdpaid",03/31/2015
"2003.1592",2003,159,4810409141,"med_itdpaid",03/31/2016
"2004.1592",2004,159,3899801745,"med_itdpaid",03/31/2017
"2005.1592",2005,159,3521611529,"med_itdpaid",03/31/2018
"1994.1712",1994,171,1312191780,"med_itdpaid",03/31/2008
"1995.1712",1995,171,1419592020,"med_itdpaid",03/31/2009
"1996.1712",1996,171,1538565267,"med_itdpaid",03/31/2010
"1997.1712",1997,171,1835864720,"med_itdpaid",03/31/2011
"1998.1712",1998,171,2390365394,"med_itdpaid",03/31/2012
"1999.1712",1999,171,2778931863,"med_itdpaid",03/31/2013
"2000.1712",2000,171,3372182082,"med_itdpaid",03/31/2014
"2001.1712",2001,171,5060495862,"med_itdpaid",03/31/2015
"2002.1712",2002,171,5263137884,"med_itdpaid",03/31/2016
"2003.1712",2003,171,4882565278,"med_itdpaid",03/31/2017
"2004.1712",2004,171,3954398969,"med_itdpaid",03/31/2018
"1993.1832",1993,183,1360861092,"med_itdpaid",03/31/2008
"1994.1832",1994,183,1333186849,"med_itdpaid",03/31/2009
"1995.1832",1995,183,1445144676,"med_itdpaid",03/31/2010
"1996.1832",1996,183,1560105181,"med_itdpaid",03/31/2011
"1997.1832",1997,183,1861566826,"med_itdpaid",03/31/2012
"1998.1832",1998,183,2435782337,"med_itdpaid",03/31/2013
"1999.1832",1999,183,2828952636,"med_itdpaid",03/31/2014
"2000.1832",2000,183,3426136995,"med_itdpaid",03/31/2015
"2001.1832",2001,183,5146524292,"med_itdpaid",03/31/2016
"2002.1832",2002,183,5321032401,"med_itdpaid",03/31/2017
"2003.1832",2003,183,4941156061,"med_itdpaid",03/31/2018
"1992.1952",1992,195,1649283146,"med_itdpaid",03/31/2008
"1993.1952",1993,195,1377191425,"med_itdpaid",03/31/2009
"1994.1952",1994,195,1349185091,"med_itdpaid",03/31/2010
"1995.1952",1995,195,1469712136,"med_itdpaid",03/31/2011
"1996.1952",1996,195,1581946653,"med_itdpaid",03/31/2012
"1997.1952",1997,195,1887628762,"med_itdpaid",03/31/2013
"1998.1952",1998,195,2479626419,"med_itdpaid",03/31/2014
"1999.1952",1999,195,2879873784,"med_itdpaid",03/31/2015
"2000.1952",2000,195,3467250639,"med_itdpaid",03/31/2016
"2001.1952",2001,195,5208282583,"med_itdpaid",03/31/2017
"2002.1952",2002,195,5379563757,"med_itdpaid",03/31/2018
"1991.2072",1991,207,2080073906,"med_itdpaid",03/31/2008
"1992.2072",1992,207,1665775977,"med_itdpaid",03/31/2009
"1993.2072",1993,207,1392340530,"med_itdpaid",03/31/2010
"1994.2072",1994,207,1366724497,"med_itdpaid",03/31/2011
"1995.2072",1995,207,1488818394,"med_itdpaid",03/31/2012
"1996.2072",1996,207,1604093906,"med_itdpaid",03/31/2013
"1997.2072",1997,207,1915943193,"med_itdpaid",03/31/2014
"1998.2072",1998,207,2521780068,"med_itdpaid",03/31/2015
"1999.2072",1999,207,2920192017,"med_itdpaid",03/31/2016
"2000.2072",2000,207,3505390396,"med_itdpaid",03/31/2017
"2001.2072",2001,207,5260365409,"med_itdpaid",03/31/2018
"1990.2192",1990,219,1952962525,"med_itdpaid",03/31/2008
"1991.2192",1991,219,2092554349,"med_itdpaid",03/31/2009
"1992.2192",1992,219,1677436409,"med_itdpaid",03/31/2010
"1993.2192",1993,219,1407656276,"med_itdpaid",03/31/2011
"1994.2192",1994,219,1379025018,"med_itdpaid",03/31/2012
"1995.2192",1995,219,1506684214,"med_itdpaid",03/31/2013
"1996.2192",1996,219,1626551221,"med_itdpaid",03/31/2014
"1997.2192",1997,219,1940850455,"med_itdpaid",03/31/2015
"1998.2192",1998,219,2554563209,"med_itdpaid",03/31/2016
"1999.2192",1999,219,2955234321,"med_itdpaid",03/31/2017
"2000.2192",2000,219,3505390396,"med_itdpaid",03/31/2018
"1989.2312",1989,231,1700873848,"med_itdpaid",03/31/2008
"1990.2312",1990,231,1962727338,"med_itdpaid",03/31/2009
"1991.2312",1991,231,2105109675,"med_itdpaid",03/31/2010
"1992.2312",1992,231,1689178464,"med_itdpaid",03/31/2011
"1993.2312",1993,231,1423140495,"med_itdpaid",03/31/2012
"1994.2312",1994,231,1391436243,"med_itdpaid",03/31/2013
"1995.2312",1995,231,1530791162,"med_itdpaid",03/31/2014
"1996.2312",1996,231,1649322938,"med_itdpaid",03/31/2015
"1997.2312",1997,231,1960258959,"med_itdpaid",03/31/2016
"1998.2312",1998,231,2580108841,"med_itdpaid",03/31/2017
"1999.2312",1999,231,2981831430,"med_itdpaid",03/31/2018
"1988.2432",1988,243,1467234782,"med_itdpaid",03/31/2008
"1989.2432",1989,243,1711079091,"med_itdpaid",03/31/2009
"1990.2432",1990,243,1972540975,"med_itdpaid",03/31/2010
"1991.2432",1991,243,2117740334,"med_itdpaid",03/31/2011
"1992.2432",1992,243,1689178464,"med_itdpaid",03/31/2012
"1993.2432",1993,243,1435948760,"med_itdpaid",03/31/2013
"1994.2432",1994,243,1408133478,"med_itdpaid",03/31/2014
"1995.2432",1995,243,1550691447,"med_itdpaid",03/31/2015
"1996.2432",1996,243,1665816168,"med_itdpaid",03/31/2016
"1997.2432",1997,243,1972020513,"med_itdpaid",03/31/2017
"1998.2432",1998,243,2598169603,"med_itdpaid",03/31/2018
"1987.2552",1987,255,1270847848,"med_itdpaid",03/31/2008
"1988.2552",1988,255,1474570956,"med_itdpaid",03/31/2009
"1989.2552",1989,255,1719634486,"med_itdpaid",03/31/2010
"1990.2552",1990,255,1982403680,"med_itdpaid",03/31/2011
"1991.2552",1991,255,2128329035,"med_itdpaid",03/31/2012
"1992.2552",1992,255,1701002713,"med_itdpaid",03/31/2013
"1993.2552",1993,255,1454616093,"med_itdpaid",03/31/2014
"1994.2552",1994,255,1422214812,"med_itdpaid",03/31/2015
"1995.2552",1995,255,1567749053,"med_itdpaid",03/31/2016
"1996.2552",1996,255,1677476881,"med_itdpaid",03/31/2017
"1997.2552",1997,255,1983852636,"med_itdpaid",03/31/2018
"1986.2672",1986,267,1082834230,"med_itdpaid",03/31/2008
"1987.2672",1987,267,1277202087,"med_itdpaid",03/31/2009
"1988.2672",1988,267,1481943811,"med_itdpaid",03/31/2010
"1989.2672",1989,267,1728232659,"med_itdpaid",03/31/2011
"1990.2672",1990,267,1994298102,"med_itdpaid",03/31/2012
"1991.2672",1991,267,2141099009,"med_itdpaid",03/31/2013
"1992.2672",1992,267,1712909732,"med_itdpaid",03/31/2014
"1993.2672",1993,267,1469162254,"med_itdpaid",03/31/2015
"1994.2672",1994,267,1433592531,"med_itdpaid",03/31/2016
"1995.2672",1995,267,1588129790,"med_itdpaid",03/31/2017
"1996.2672",1996,267,1689219219,"med_itdpaid",03/31/2018
"1986.2792",1986,279,1087165567,"med_itdpaid",03/31/2009
"1987.2792",1987,279,1283588098,"med_itdpaid",03/31/2010
"1988.2792",1988,279,1490835474,"med_itdpaid",03/31/2011
"1989.2792",1989,279,1742058520,"med_itdpaid",03/31/2012
