"","ay","age","eval_date","D","G","metric","amount"
"loss_case.291.2815111111111111111111",2014,291,03/31/2038,11714066.9859149,39171234.6105771,"loss_case",143816195.846559
"loss_case.291.28241111111111111111111",2015,291,03/31/2039,13857609.8780859,43426890.4897178,"loss_case",163257805.338218
"loss_case.291.283411111111111111111111",2016,291,03/31/2040,15317402.5953995,46559791.1569862,"loss_case",173032741.92397
"loss_case.291.2844111111111111111111111",2017,291,03/31/2041,17901811.7539249,51321133.5603254,"loss_case",194088533.640583
"loss_case.303.2624",1995,303,03/31/2020,2807010.55048423,7203522.3239932,"loss_case",117881489.068199
"loss_case.303.26341",1996,303,03/31/2021,3522545.90437157,9237504.50563934,"loss_case",116505137.742859
"loss_case.303.264411",1997,303,03/31/2022,4820926.15040317,11798752.4849387,"loss_case",137639036.114586
"loss_case.303.2654111",1998,303,03/31/2023,7492621.60225384,15618194.5146744,"loss_case",195251723.706869
"loss_case.303.26641111",1999,303,03/31/2024,6440226.73101219,14864019.1708576,"loss_case",162194639.012826
"loss_case.303.267411111",2000,303,03/31/2025,7862274.68471315,17637193.382302,"loss_case",181511656.84763
"loss_case.303.2684111111",2001,303,03/31/2026,12823051.6870838,24137929.006311,"loss_case",272697658.546241
"loss_case.303.26941111111",2002,303,03/31/2027,11068181.1430631,23726470.3692305,"loss_case",222062420.98205
"loss_case.303.270411111111",2003,303,03/31/2028,12352445.1324423,26765368.9137298,"loss_case",232213283.684177
"loss_case.303.2717111111111",2004,303,03/31/2029,9742621.06896116,24402948.3446616,"loss_case",178712696.794966
"loss_case.303.27241111111111",2005,303,03/31/2030,8732848.96564371,24180018.1739725,"loss_case",153475456.813843
"loss_case.303.273411111111111",2006,303,03/31/2031,8848932.92483208,25266368.9157957,"loss_case",150018985.042858
"loss_case.303.2744111111111111",2007,303,03/31/2032,9445879.41657533,26894400.5604773,"loss_case",155437833.425997
"loss_case.303.27541111111111111",2008,303,03/31/2033,9233073.13783745,27246103.2893533,"loss_case",148098663.306767
"loss_case.303.276411111111111111",2009,303,03/31/2034,8484163.89741223,27042492.1977762,"loss_case",130947352.585671
"loss_case.303.2774111111111111111",2010,303,03/31/2035,8302297.90456993,27951671.7634505,"loss_case",121546204.890355
"loss_case.303.27841111111111111111",2011,303,03/31/2036,8507022.09818408,29221732.126281,"loss_case",118977650.902039
"loss_case.303.279411111111111111111",2012,303,03/31/2037,9233899.47463378,31346305.5720705,"loss_case",123201442.59274
"loss_case.303.2804111111111111111111",2013,303,03/31/2038,9828325.94579715,33574836.156471,"loss_case",122469727.295788
"loss_case.303.28151111111111111111111",2014,303,03/31/2039,11290256.3825604,37027042.3026866,"loss_case",133009370.712847
"loss_case.303.282411111111111111111111",2015,303,03/31/2040,13314565.0559876,40982724.7773999,"loss_case",150990073.295813
"loss_case.303.2834111111111111111111111",2016,303,03/31/2041,14673852.2467648,43871468.6371954,"loss_case",160030488.781536
"loss_case.303.28441111111111111111111111",2017,303,03/31/2042,17104007.442324,48289893.1174059,"loss_case",179504078.592487
"loss_case.315.2617",1994,315,03/31/2020,1655105.58141581,4148211.025655,"loss_case",98083855.6960194
"loss_case.315.26241",1995,315,03/31/2021,3165360.7481211,7933731.66133331,"loss_case",108448268.855559
"loss_case.315.263411",1996,315,03/31/2022,3711607.1881807,9540691.89624337,"loss_case",107182057.173385
"loss_case.315.2644111",1997,315,03/31/2023,4923579.73361183,11833713.2106131,"loss_case",126624759.422057
"loss_case.315.26541111",1998,315,03/31/2024,7530942.24163894,15426076.347647,"loss_case",179627111.893908
"loss_case.315.266411111",1999,315,03/31/2025,6438469.36234174,14600396.6584659,"loss_case",149215351.431613
"loss_case.315.2674111111",2000,315,03/31/2026,7763555.53676352,17104761.1681123,"loss_case",166986565.217558
"loss_case.315.26841111111",2001,315,03/31/2027,12535080.8709304,23176168.136427,"loss_case",250875597.382339
"loss_case.315.269411111111",2002,315,03/31/2028,10751568.3493812,22633911.0349234,"loss_case",204292339.057959
"loss_case.315.2704111111111",2003,315,03/31/2029,11923579.6482049,25373156.2455042,"loss_case",213630900.15129
"loss_case.315.27171111111111",2004,315,03/31/2030,9383763.96730631,23083618.782531,"loss_case",164411586.103308
"loss_case.315.272411111111111",2005,315,03/31/2031,8380958.82828688,22795034.9179359,"loss_case",141193903.596247
"loss_case.315.2734111111111111",2006,315,03/31/2032,8468502.68510729,23759604.4596915,"loss_case",138014028.767091
"loss_case.315.27441111111111111",2007,315,03/31/2033,9019987.07694631,25244119.8548125,"loss_case",142999245.114351
"loss_case.315.275411111111111111",2008,315,03/31/2034,8801026.58625421,25538145.1645738,"loss_case",136247376.771337
"loss_case.315.2764111111111111111",2009,315,03/31/2035,8066689.28716359,25299668.2861594,"loss_case",120468563.905896
"loss_case.315.27741111111111111111",2010,315,03/31/2036,7868598.72603679,26093551.0529197,"loss_case",111819723.440175
"loss_case.315.278411111111111111111",2011,315,03/31/2037,8042346.53131195,27238134.967701,"loss_case",109456712.625697
"loss_case.315.2794111111111111111111",2012,315,03/31/2038,8708797.27338423,29180611.5925468,"loss_case",113342504.198944
"loss_case.315.28041111111111111111111",2013,315,03/31/2039,9240817.9782622,31206409.420426,"loss_case",112669342.891967
"loss_case.315.281511111111111111111111",2014,315,03/31/2040,10591479.7834437,34377692.8997214,"loss_case",122365573.334676
"loss_case.315.2824111111111111111111111",2015,315,03/31/2041,12473062.1729946,38024972.3501517,"loss_case",138907407.708699
"loss_case.315.28341111111111111111111111",2016,315,03/31/2042,13728188.5257339,40679461.5161542,"loss_case",147224382.807261
"loss_case.315.284411111111111111111111111",2017,315,03/31/2043,15982344.107658,44750478.2873074,"loss_case",165139639.223636
"loss_case.327.2604",1993,327,03/31/2020,2263598.98663054,5638990.29018898,"loss_case",79345545.1378006
"loss_case.327.26171",1994,327,03/31/2021,3017225.39903284,7162095.0311004,"loss_case",91020577.9085678
"loss_case.327.262411",1995,327,03/31/2022,4108331.64518461,9722989.00282831,"loss_case",100638622.272445
"loss_case.327.2634111",1996,327,03/31/2023,4463700.99171305,10874171.6542731,"loss_case",99463593.841434
"loss_case.327.26441111",1997,327,03/31/2024,5668383.86302532,12949341.8806936,"loss_case",117506175.69367
"loss_case.327.265411111",1998,327,03/31/2025,8455458.38757504,16484167.2981022,"loss_case",166691688.623064
"loss_case.327.2664111111",1999,327,03/31/2026,7164673.78864171,15461812.1519582,"loss_case",138469959.441926
"loss_case.327.26741111111",2000,327,03/31/2027,8455189.99640431,17721566.8234984,"loss_case",154961421.135137
"loss_case.327.268411111111",2001,327,03/31/2028,13399051.5540676,23576663.147307,"loss_case",232809382.286798
"loss_case.327.2694111111111",2002,327,03/31/2029,11352489.5763968,22740776.9934752,"loss_case",189580707.562897
"loss_case.327.27041111111111",2003,327,03/31/2030,12430559.2333524,25176600.6858751,"loss_case",198246774.180259
"loss_case.327.271711111111111",2004,327,03/31/2031,9738407.8551607,22803869.7483899,"loss_case",152571873.075282
"loss_case.327.2724111111111111",2005,327,03/31/2032,8631912.5869455,22360238.6262559,"loss_case",131026157.274306
"loss_case.327.27341111111111111",2006,327,03/31/2033,8669426.30796935,23183361.7429753,"loss_case",128075273.639351
"loss_case.327.274411111111111111",2007,327,03/31/2034,9189839.19833154,24535054.6208424,"loss_case",132701491.376276
"loss_case.327.2754111111111111111",2008,327,03/31/2035,8931328.53914489,24745022.3247684,"loss_case",126435842.92493
"loss_case.327.27641111111111111111",2009,327,03/31/2036,8139662.43785104,24413267.7069803,"loss_case",111793304.093926
"loss_case.327.277411111111111111111",2010,327,03/31/2037,7881970.58491879,25058465.2394435,"loss_case",103767289.498123
"loss_case.327.2784111111111111111111",2011,327,03/31/2038,8008845.03028545,26069433.3228805,"loss_case",101574445.340319
"loss_case.327.27941111111111111111111",2012,327,03/31/2039,8623806.43677905,27846666.8483215,"loss_case",105180410.788142
"loss_case.327.280411111111111111111111",2013,327,03/31/2040,9082610.22208797,29673791.6165124,"loss_case",104555725.606753
"loss_case.327.2815111111111111111111111",2014,327,03/31/2041,10352656.9634563,32607499.8932569,"loss_case",113553704.857949
"loss_case.327.28241111111111111111111111",2015,327,03/31/2042,12149466.8148593,36011247.3259927,"loss_case",128904318.001234
"loss_case.327.283411111111111111111111111",2016,327,03/31/2043,13327434.5951647,38468385.7853608,"loss_case",136622365.732436
"loss_case.327.2844111111111111111111111111",2017,327,03/31/2044,15468140.3458542,42260850.9490426,"loss_case",153247497.165405
"loss_case.339.2594",1992,339,03/31/2020,1638897.12045919,4196994.3204465,"loss_case",59853467.8473117
"loss_case.339.26041",1993,339,03/31/2021,2883010.45097176,6949131.44888415,"loss_case",72894405.7583601
"loss_case.339.261711",1994,339,03/31/2022,3596089.80925037,8240318.17402684,"loss_case",83620207.3714996
"loss_case.339.2624111",1995,339,03/31/2023,4545896.44254373,10344016.5208402,"loss_case",92456262.7195946
"loss_case.339.26341111",1996,339,03/31/2024,4805137.21193858,11255806.8451266,"loss_case",91376769.232229
"loss_case.339.264411111",1997,339,03/31/2025,5989669.17467272,13164231.5228008,"loss_case",107952410.374793
"loss_case.339.2654111111",1998,339,03/31/2026,8830066.40028914,16565240.2691088,"loss_case",153138926.274099
"loss_case.339.26641111111",1999,339,03/31/2027,7449197.82911704,15466468.7703013,"loss_case",127211746.940216
"loss_case.339.267411111111",2000,339,03/31/2028,8693596.91323622,17520245.9230409,"loss_case",142362380.767555
"loss_case.339.2684111111111",2001,339,03/31/2029,13635949.2972695,23067091.6782574,"loss_case",213880962.658888
"loss_case.339.26941111111111",2002,339,03/31/2030,11471665.586596,22084530.9438149,"loss_case",174166968.001121
"loss_case.339.270411111111111",2003,339,03/31/2031,12465238.2977872,24260667.3550407,"loss_case",182128445.551472
"loss_case.339.2717111111111111",2004,339,03/31/2032,9738210.01375362,21912226.8360828,"loss_case",140167113.401862
"loss_case.339.27241111111111111",2005,339,03/31/2033,8590547.11650476,21387140.3452823,"loss_case",120373158.401325
"loss_case.339.273411111111111111",2006,339,03/31/2034,8594293.01688213,22096422.0373607,"loss_case",117662194.494549
"loss_case.339.2744111111111111111",2007,339,03/31/2035,9081601.53492572,23322549.380059,"loss_case",121912280.523402
"loss_case.339.27541111111111111111",2008,339,03/31/2036,8802915.74597355,23472970.3847449,"loss_case",116156056.657797
"loss_case.339.276411111111111111111",2009,339,03/31/2037,7991814.61193932,23092358.8564822,"loss_case",102704020.188377
"loss_case.339.2774111111111111111111",2010,339,03/31/2038,7699811.62186012,23622590.119035,"loss_case",95330555.6346582
"loss_case.339.27841111111111111111111",2011,339,03/31/2039,7791345.15055228,24516508.9363887,"loss_case",93315999.2846296
"loss_case.339.279411111111111111111111",2012,339,03/31/2040,8355605.15255292,26132502.0391342,"loss_case",96628783.99167
"loss_case.339.2804111111111111111111111",2013,339,03/31/2041,8751848.10671765,27774824.1269707,"loss_case",96054888.4439828
"loss_case.339.28151111111111111111111111",2014,339,03/31/2042,9934055.04460585,30464496.1378742,"loss_case",104321292.681333
"loss_case.339.282411111111111111111111111",2015,339,03/31/2043,11627164.574059,33605976.4238107,"loss_case",118423833.92877
"loss_case.339.2834111111111111111111111111",2016,339,03/31/2044,12721481.3106197,35859537.116006,"loss_case",125514370.669095
"loss_case.339.28441111111111111111111111111",2017,339,03/31/2045,14729267.3968563,39354837.9898479,"loss_case",140787806.302516
"loss_case.351.2584",1991,351,03/31/2020,1742914.33226777,3786432.34903705,"loss_case",62057344.0641343
"loss_case.351.25941",1992,351,03/31/2021,2123386.33247498,5187281.20973579,"loss_case",54123770.6809862
"loss_case.351.260411",1993,351,03/31/2022,3198316.46641308,7397026.63447202,"loss_case",65916316.0145857
"loss_case.351.2617111",1994,351,03/31/2023,3884958.60187282,8543650.55940453,"loss_case",75615350.1350521
"loss_case.351.26241111",1995,351,03/31/2024,4735502.52594968,10334836.8063841,"loss_case",83605541.0226512
"loss_case.351.263411111",1996,351,03/31/2025,4927555.94840484,11076446.1950133,"loss_case",82629386.0885572
"loss_case.351.2644111111",1997,351,03/31/2026,6072561.39598417,12816347.5604929,"loss_case",97618261.960864
"loss_case.351.26541111111",1998,351,03/31/2027,8884440.58725744,16011785.9468267,"loss_case",138479129.549117
"loss_case.351.266411111111",1999,351,03/31/2028,7473204.2391818,14905742.0245769,"loss_case",115033926.469962
"loss_case.351.2674111111111",2000,351,03/31/2029,8655763.02724825,16755410.2062256,"loss_case",128734209.184314
"loss_case.351.26841111111111",2001,351,03/31/2030,13478477.5490691,21903803.4739875,"loss_case",193406407.21953
"loss_case.351.269411111111111",2002,351,03/31/2031,11280957.544794,20861517.7588622,"loss_case",157494183.30017
"loss_case.351.2704111111111111",2003,351,03/31/2032,12188213.4779327,22788916.6678065,"loss_case",164693518.622165
"loss_case.351.27171111111111111",2004,351,03/31/2033,9501516.25155432,20540229.2137561,"loss_case",126749092.00134
"loss_case.351.272411111111111111",2005,351,03/31/2034,8350941.54404091,19979351.6714057,"loss_case",108849987.407237
"loss_case.351.2734111111111111111",2006,351,03/31/2035,8329146.35314576,20587081.3510742,"loss_case",106398540.664183
"loss_case.351.27441111111111111111",2007,351,03/31/2036,8779544.12567207,21685327.7018751,"loss_case",110241771.30517
"loss_case.351.275411111111111111111",2008,351,03/31/2037,8492214.13059455,21790060.7185291,"loss_case",105036583.507444
"loss_case.351.2764111111111111111111",2009,351,03/31/2038,7685763.72695098,21389342.6506925,"loss_case",92872293.5631998
"loss_case.351.27741111111111111111111",2010,351,03/31/2039,7374241.58065654,21822418.0877029,"loss_case",86204681.4935383
"loss_case.351.278411111111111111111111",2011,351,03/31/2040,7436040.7222367,22604976.7815511,"loss_case",84382976.08808
"loss_case.351.2794111111111111111111111",2012,351,03/31/2041,7947114.77679679,24054211.1092381,"loss_case",87378632.0834307
"loss_case.351.28041111111111111111111111",2013,351,03/31/2042,8284483.94391215,25512337.1216031,"loss_case",86859674.8344189
"loss_case.351.281511111111111111111111111",2014,351,03/31/2043,9369041.25807807,27940931.8477546,"loss_case",94334746.5953405
"loss_case.351.2824111111111111111111111111",2015,351,03/31/2044,10939808.375,30793289.5059228,"loss_case",107087269.3137
"loss_case.351.28341111111111111111111111111",2016,351,03/31/2045,11941529.435194,32828579.7304472,"loss_case",113499037.89355
"loss_case.351.284411111111111111111111111111",2017,351,03/31/2046,13795913.1370519,35998318.7442956,"loss_case",127310366.751602
"loss_case.363.2574",1990,363,03/31/2020,935404.011155376,1911403.56294526,"loss_case",50200314.5537089
"loss_case.363.25841",1991,363,03/31/2021,1855626.98694654,3909980.98514542,"loss_case",55048905.2083611
"loss_case.363.259411",1992,363,03/31/2022,2085533.35652753,4966643.94678673,"loss_case",48011309.002485
"loss_case.363.2604111",1993,363,03/31/2023,3039589.2462828,6878272.92890283,"loss_case",58472064.6152893
"loss_case.363.26171111",1994,363,03/31/2024,3666418.30873531,7894266.23979647,"loss_case",67075739.4576806
"loss_case.363.262411111",1995,363,03/31/2025,4422861.80520354,9457467.20131914,"loss_case",74163559.076799
"loss_case.363.2634111111",1996,363,03/31/2026,4580196.31209342,10093337.1761809,"loss_case",73297646.0854199
"loss_case.363.26441111111",1997,363,03/31/2027,5624120.98947498,11642799.2480507,"loss_case",86593755.0233367
"loss_case.363.265411111111",1998,363,03/31/2028,8208053.87296931,14514797.0807481,"loss_case",122840005.334541
"loss_case.363.2664111111111",1999,363,03/31/2029,6897618.04358066,13500271.4539347,"loss_case",102042583.508668
"loss_case.363.26741111111111",2000,363,03/31/2030,7968901.25612398,15140139.4905214,"loss_case",114195626.405422
"loss_case.363.268411111111111",2001,363,03/31/2031,12378293.2075929,19748793.0167821,"loss_case",171564077.35907
"loss_case.363.2694111111111111",2002,363,03/31/2032,10341687.9848823,18778233.209971,"loss_case",139707596.225827
"loss_case.363.27041111111111111",2003,363,03/31/2033,11151000.9562873,20476543.4649612,"loss_case",146093875.459662
"loss_case.363.271711111111111111",2004,363,03/31/2034,8686361.3556605,18443701.3323149,"loss_case",112434698.198116
"loss_case.363.2724111111111111111",2005,363,03/31/2035,7624438.48399093,17920140.3238605,"loss_case",96557026.8769428
"loss_case.363.27341111111111111111",2006,363,03/31/2036,7596165.45283156,18449188.7678101,"loss_case",94382433.9835974
"loss_case.363.274411111111111111111",2007,363,03/31/2037,7999676.11031287,19420406.843905,"loss_case",97791629.8239947
"loss_case.363.2754111111111111111111",2008,363,03/31/2038,7731897.9162056,19503822.4611067,"loss_case",93174289.2982287
"loss_case.363.27641111111111111111111",2009,363,03/31/2039,6989611.87620626,19131087.3164265,"loss_case",82383772.008677
"loss_case.363.277411111111111111111111",2010,363,03/31/2040,6695930.6155751,19501122.2698573,"loss_case",76469165.9241886
"loss_case.363.2784111111111111111111111",2011,363,03/31/2041,6743221.7880918,20187466.706087,"loss_case",74853194.604517
"loss_case.363.27941111111111111111111111",2012,363,03/31/2042,7197235.40615433,21469429.7746621,"loss_case",77510536.5422334
"loss_case.363.280411111111111111111111111",2013,363,03/31/2043,7489058.76636969,22754657.0790975,"loss_case",77050187.6691247
"loss_case.363.2815111111111111111111111111",2014,363,03/31/2044,8457373.97922705,24907979.7912784,"loss_case",83681063.0795742
"loss_case.363.28241111111111111111111111111",2015,363,03/31/2045,9866086.18319513,27441907.6883786,"loss_case",94993381.1440556
"loss_case.363.283411111111111111111111111111",2016,363,03/31/2046,10759567.4202681,29246625.4008847,"loss_case",100681037.393174
"loss_case.363.2844111111111111111111111111111",2017,363,03/31/2047,12419569.6682589,32061286.0822616,"loss_case",112932585.450447
"loss_case.375.2564",1989,375,03/31/2020,3407163.29868369,5461472.47392385,"loss_case",51103688.0775671
"loss_case.375.25741",1990,375,03/31/2021,3024715.72363602,5316484.49466019,"loss_case",43686020.9830887
"loss_case.375.258411",1991,375,03/31/2022,3580566.65124397,6287975.07481387,"loss_case",47905429.4660957
"loss_case.375.2594111",1992,375,03/31/2023,3326880.48919885,6562565.68657754,"loss_case",41781073.9067003
"loss_case.375.26041111",1993,375,03/31/2024,4305494.12948013,8094959.30803713,"loss_case",50884379.199957
"loss_case.375.261711111",1994,375,03/31/2025,5036961.07885612,9014693.4858932,"loss_case",58371589.6494901
"loss_case.375.2624111111",1995,375,03/31/2026,5778887.2805268,10266752.0740664,"loss_case",64539651.3311331
"loss_case.375.26341111111",1996,375,03/31/2027,5834653.99351978,10694907.4071933,"loss_case",63786104.3972699
"loss_case.375.264411111111",1997,375,03/31/2028,7021597.59883843,12109505.3637143,"loss_case",75356830.5813421
"loss_case.375.2654111111111",1998,375,03/31/2029,10101714.5835062,14897752.4091143,"loss_case",106899550.297957
"loss_case.375.26641111111111",1999,375,03/31/2030,8440554.36307353,13778795.8869403,"loss_case",88800926.5272398
"loss_case.375.267411111111111",2000,375,03/31/2031,9602297.98630161,15218284.0384687,"loss_case",99376917.7678515
"loss_case.375.2684111111111111",2001,375,03/31/2032,14684571.6774175,19557696.1107879,"loss_case",149300894.826741
"loss_case.375.26941111111111111",2002,375,03/31/2033,12126775.6153088,18384907.1379817,"loss_case",121578301.540094
"loss_case.375.270411111111111111",2003,375,03/31/2034,12900941.3282723,19792317.4751545,"loss_case",127135858.919832
"loss_case.375.2717111111111111111",2004,375,03/31/2035,9997517.71245843,17740410.7441121,"loss_case",97844498.1545888
"loss_case.375.27241111111111111111",2005,375,03/31/2036,8695082.51178309,17095008.0680277,"loss_case",84027208.5884595
"loss_case.375.273411111111111111111",2006,375,03/31/2037,8595311.20790011,17484456.3380896,"loss_case",82134803.897116
"loss_case.375.2744111111111111111111",2007,375,03/31/2038,8992876.3929547,18310961.9673226,"loss_case",85101602.0604962
"loss_case.375.27541111111111111111111",2008,375,03/31/2039,8642868.61414954,18314063.9299821,"loss_case",81083435.3042129
"loss_case.375.276411111111111111111111",2009,375,03/31/2040,7746603.2316452,17861087.5172114,"loss_case",71693160.1850123
"loss_case.375.2774111111111111111111111",2010,375,03/31/2041,7334149.66620385,18078721.0557367,"loss_case",66546068.8209289
"loss_case.375.27841111111111111111111111",2011,375,03/31/2042,7310952.63895433,18618497.1650297,"loss_case",65139795.6211123
"loss_case.375.279411111111111111111111111",2012,375,03/31/2043,7721878.61135432,19708890.2753573,"loss_case",67452304.9486409
"loss_case.375.2804111111111111111111111111",2013,375,03/31/2044,7915048.1918176,20766568.3857627,"loss_case",67051693.703294
"loss_case.375.28151111111111111111111111111",2014,375,03/31/2045,8830710.6612055,22634997.6995107,"loss_case",72822106.9943745
"loss_case.375.282411111111111111111111111111",2015,375,03/31/2046,10218628.7586352,24870593.4718854,"loss_case",82666470.8937994
"loss_case.375.2834111111111111111111111111111",2016,375,03/31/2047,11053732.6996825,26436963.2585855,"loss_case",87616062.7928255
"loss_case.375.28441111111111111111111111111111",2017,375,03/31/2048,12659530.4467601,28910510.4728954,"loss_case",98277776.5741743
"loss_case.387.2554",1988,387,03/31/2020,2006097.05388472,2951355.56641658,"loss_case",37744133.376226
"loss_case.387.25641",1989,387,03/31/2021,3966894.45616831,5950363.34137633,"loss_case",46484522.2246156
"loss_case.387.257411",1990,387,03/31/2022,3471573.53677585,5705854.44220225,"loss_case",39737324.0500979
"loss_case.387.2584111",1991,387,03/31/2023,4000188.34086769,6539895.30450203,"loss_case",43575348.1689319
"loss_case.387.25941111",1992,387,03/31/2024,3641940.08078948,6663646.97332871,"loss_case",38004561.5423374
"loss_case.387.260411111",1993,387,03/31/2025,4629555.05509489,8056010.90357243,"loss_case",46285036.2622747
"loss_case.387.2617111111",1994,387,03/31/2026,5386546.86354489,8915781.28058227,"loss_case",53095491.8993204
"loss_case.387.26241111111",1995,387,03/31/2027,6119239.32861604,10037951.4797681,"loss_case",58706034.1343141
"loss_case.387.263411111111",1996,387,03/31/2028,6144627.52070471,10393652.8178051,"loss_case",58020598.8846842
"loss_case.387.2644111111111",1997,387,03/31/2029,7360767.03521054,11711015.4027916,"loss_case",68545468.9809885
"loss_case.387.26541111111111",1998,387,03/31/2030,10553639.5393414,14355292.560515,"loss_case",97237101.8327368
"loss_case.387.266411111111111",1999,387,03/31/2031,8805886.59583466,13256166.1803131,"loss_case",80774378.4843179
"loss_case.387.2674111111111111",2000,387,03/31/2032,9979349.66654649,14576770.5005032,"loss_case",90394425.8500845
"loss_case.387.26841111111111111",2001,387,03/31/2033,15199373.3255935,18649985.2629015,"loss_case",135805868.907046
"loss_case.387.269411111111111111",2002,387,03/31/2034,12512700.7350631,17469532.2717997,"loss_case",110589068.471798
"loss_case.387.2704111111111111111",2003,387,03/31/2035,13261785.5329675,18729866.5748533,"loss_case",115644288.735763
"loss_case.387.27171111111111111111",2004,387,03/31/2036,10261983.9033985,16761219.9818186,"loss_case",89000518.7515982
"loss_case.387.272411111111111111111",2005,387,03/31/2037,8901356.70538871,16107011.1453482,"loss_case",76432147.8945714
"loss_case.387.2734111111111111111111",2006,387,03/31/2038,8778828.83066993,16437183.3960281,"loss_case",74710794.0893586
"loss_case.387.27441111111111111111111",2007,387,03/31/2039,9166753.19307716,17183780.7992098,"loss_case",77409428.9697272
"loss_case.387.275411111111111111111111",2008,387,03/31/2040,8794712.19776839,17161958.9987727,"loss_case",73754456.7179954
"loss_case.387.2764111111111111111111111",2009,387,03/31/2041,7861655.9857046,16703399.9033022,"loss_case",65212950.8327217
"loss_case.387.27741111111111111111111111",2010,387,03/31/2042,7414954.23812954,16864007.039568,"loss_case",60531095.3364471
"loss_case.387.278411111111111111111111111",2011,387,03/31/2043,7366602.27338971,17334612.2118878,"loss_case",59251932.5153306
"loss_case.387.2794111111111111111111111111",2012,387,03/31/2044,7753003.45769764,18318094.6679391,"loss_case",61355418.4920564
"loss_case.387.28041111111111111111111111111",2013,387,03/31/2045,7905022.90822317,19258484.6310983,"loss_case",60991017.740598
"loss_case.387.281511111111111111111111111111",2014,387,03/31/2046,8780578.24734684,20957008.1011441,"loss_case",66239854.2720694
"loss_case.387.2824111111111111111111111111111",2015,387,03/31/2047,10129829.5391858,23002926.9371027,"loss_case",75194404.7102968
"loss_case.387.28341111111111111111111111111111",2016,387,03/31/2048,10923519.203419,24426798.5493606,"loss_case",79696612.3451711
"loss_case.387.284411111111111111111111111111111",2017,387,03/31/2049,12472000.2905321,26686711.677462,"loss_case",89394633.9531097
"loss_case.399.2544",1987,399,03/31/2020,2345520.06990787,2099249.96220015,"loss_case",46937662.0139838
"loss_case.399.25541",1988,399,03/31/2021,2851209.91228175,3604747.62405587,"loss_case",39057438.177877
"loss_case.399.256411",1989,399,03/31/2022,4761327.61272659,6513816.78654269,"loss_case",48101948.3191962
"loss_case.399.2574111",1990,399,03/31/2023,4142408.4243183,6222737.10514048,"loss_case",41119981.7987753
"loss_case.399.25841111",1991,399,03/31/2024,4717459.67314369,7073323.89921453,"loss_case",45091549.7309981
"loss_case.399.259411111",1992,399,03/31/2025,4254444.84929363,7158235.25111885,"loss_case",39326927.9260263
"loss_case.399.2604111111",1993,399,03/31/2026,5360581.56267083,8601802.18483583,"loss_case",47895521.255053
"loss_case.399.26171111111",1994,399,03/31/2027,6219710.20093724,9501453.54751707,"loss_case",54942946.2775237
"loss_case.399.262411111111",1995,399,03/31/2028,7029341.90513316,10658231.5717037,"loss_case",60748706.9848462
"loss_case.399.2634111111111",1996,399,03/31/2029,7037893.68778833,11014236.3761134,"loss_case",60039422.0578218
"loss_case.399.26441111111111",1997,399,03/31/2030,8409817.97163661,12390218.0319366,"loss_case",70930504.3624301
"loss_case.399.265411111111111",1998,399,03/31/2031,12035141.9798003,15169429.5756766,"loss_case",100620460.816308
"loss_case.399.2664111111111111",1999,399,03/31/2032,10034287.7023927,14000535.7076417,"loss_case",83584918.0205268
"loss_case.399.26741111111111111",2000,399,03/31/2033,11346952.7415107,15372322.2108973,"loss_case",93539694.3432849
"loss_case.399.268411111111111111",2001,399,03/31/2034,17242688.8600813,19637770.7074605,"loss_case",140531225.771123
"loss_case.399.2694111111111111111",2002,399,03/31/2035,14169437.4997315,18372152.2616157,"loss_case",114437008.314169
"loss_case.399.27041111111111111111",2003,399,03/31/2036,14985221.0290528,19669281.0435312,"loss_case",119668124.656601
"loss_case.399.271711111111111111111",2004,399,03/31/2037,11585591.7685817,17591926.1333935,"loss_case",92097286.3329549
"loss_case.399.2724111111111111111111",2005,399,03/31/2038,10033762.0188678,16888744.969037,"loss_case",79091599.7842169
"loss_case.399.27341111111111111111111",2006,399,03/31/2039,9882065.97142741,17221162.1419569,"loss_case",77310351.5791197
"loss_case.399.274411111111111111111111",2007,399,03/31/2040,10306596.3899964,17991918.2271212,"loss_case",80102885.2943341
"loss_case.399.2754111111111111111111111",2008,399,03/31/2041,9878016.83561467,17959718.1501852,"loss_case",76320738.5076817
"loss_case.399.27641111111111111111111111",2009,399,03/31/2042,8815787.63753727,17466908.2658339,"loss_case",67482031.4499597
"loss_case.399.277411111111111111111111111",2010,399,03/31/2043,8295689.54177247,17618481.3626777,"loss_case",62637271.0793672
"loss_case.399.2784111111111111111111111111",2011,399,03/31/2044,8224447.39888235,18097517.0766955,"loss_case",61313599.8664877
"loss_case.399.27941111111111111111111111111",2012,399,03/31/2045,8636630.07684036,19112059.9632775,"loss_case",63490276.5085257
"loss_case.399.280411111111111111111111111111",2013,399,03/31/2046,8776524.72143597,20076701.0478903,"loss_case",63113196.4553108
"loss_case.399.2815111111111111111111111111111",2014,399,03/31/2047,9720885.61686102,21834078.8784499,"loss_case",68544665.9313818
"loss_case.399.28241111111111111111111111111111",2015,399,03/31/2048,11192481.1581455,23956275.2660945,"loss_case",77810789.4018982
"loss_case.399.283411111111111111111111111111111",2016,399,03/31/2049,12044660.5733662,25429427.9579463,"loss_case",82469651.0747914
"loss_case.399.2844111111111111111111111111111111",2017,399,03/31/2050,13723991.7566482,27772079.9197629,"loss_case",92505114.7486867
"loss_case.Inf.2534",1986,Inf,Inf,0,0,"loss_case",0
