"","ay","age","eval_date","D","G","metric","amount"
"ind_itdpaid.39",2017,39,03/31/2020,7958174.57439081,21207938.7015692,"ind_itdpaid",2246142438.18892
"ind_itdpaid.51.2019-03-31.2016.ind_itdpaid",2016,51,03/31/2020,9414251.22858847,25136317.8906115,"ind_itdpaid",2625174787.70144
"ind_itdpaid.51.2019-03-31.2017.ind_itdpaid1",2017,51,03/31/2021,13829703.7192509,36485717.2841804,"ind_itdpaid",2743334472.52374
"ind_itdpaid.63.2019-03-31.2015.ind_itdpaid",2015,63,03/31/2020,7884947.90252912,20964696.8997438,"ind_itdpaid",2846580085.18577
"ind_itdpaid.63.2019-03-31.2016.ind_itdpaid1",2016,63,03/31/2021,13361938.6023558,35390640.1138312,"ind_itdpaid",2948767123.42636
"ind_itdpaid.63.2019-03-31.2017.ind_itdpaid11",2017,63,03/31/2022,17725050.5117423,46426355.5577917,"ind_itdpaid",3081491769.24833
"ind_itdpaid.75.2019-03-31.2014.ind_itdpaid",2014,75,03/31/2020,6624558.80455976,17881842.4037523,"ind_itdpaid",2862159654.45535
"ind_itdpaid.75.2019-03-31.2015.ind_itdpaid1",2015,75,03/31/2021,11078323.0567563,29219485.1147397,"ind_itdpaid",3069053234.38611
"ind_itdpaid.75.2019-03-31.2016.ind_itdpaid11",2016,75,03/31/2022,16176744.4597344,42557109.032819,"ind_itdpaid",3179226653.30967
"ind_itdpaid.75.2019-03-31.2017.ind_itdpaid111",2017,75,03/31/2023,20599454.2303461,53634424.0744682,"ind_itdpaid",3322324332.40274
"ind_itdpaid.87.2019-03-31.2013.ind_itdpaid",2013,87,03/31/2020,4988201.3004558,14099395.6482594,"ind_itdpaid",2749619102.0735
"ind_itdpaid.87.2019-03-31.2014.ind_itdpaid1",2014,87,03/31/2021,8870557.3650624,23942261.7485663,"ind_itdpaid",3016396032.89869
"ind_itdpaid.87.2019-03-31.2015.ind_itdpaid11",2015,87,03/31/2022,13066892.3185506,34381961.0381264,"ind_itdpaid",3234438717.12279
"ind_itdpaid.87.2019-03-31.2016.ind_itdpaid111",2016,87,03/31/2023,18099674.4193413,47474207.7601029,"ind_itdpaid",3350549173.52399
"ind_itdpaid.87.2019-03-31.2017.ind_itdpaid1111",2017,87,03/31/2024,22619731.2420297,58721223.7665846,"ind_itdpaid",3501358116.29608
"ind_itdpaid.99.2019-03-31.2012.ind_itdpaid",2012,99,03/31/2020,5067462.69768118,15139145.4432962,"ind_itdpaid",2708581095.82589
"ind_itdpaid.99.2019-03-31.2013.ind_itdpaid1",2013,99,03/31/2021,7444606.39936054,21361253.1771389,"ind_itdpaid",2856691235.40076
"ind_itdpaid.99.2019-03-31.2014.ind_itdpaid11",2014,99,03/31/2022,10922942.4321345,29730872.6823481,"ind_itdpaid",3133856650.61072
"ind_itdpaid.99.2019-03-31.2015.ind_itdpaid111",2015,99,03/31/2023,14960830.3057288,39500951.6489935,"ind_itdpaid",3360390072.82055
"ind_itdpaid.99.2019-03-31.2016.ind_itdpaid1111",2016,99,03/31/2024,19900356.8031032,52223587.1894355,"ind_itdpaid",3481021953.3925
"ind_itdpaid.99.2019-03-31.2017.ind_itdpaid11111",2017,99,03/31/2025,24466231.4148934,63480501.657905,"ind_itdpaid",3637703504.19793
"ind_itdpaid.111.2019-03-31.2011.ind_itdpaid",2011,111,03/31/2020,5133496.53659006,16204962.9354221,"ind_itdpaid",2670226663.11424
"ind_itdpaid.111.2019-03-31.2012.ind_itdpaid1",2012,111,03/31/2021,7466577.33257218,22710120.7557845,"ind_itdpaid",2783356795.23206
"ind_itdpaid.111.2019-03-31.2013.ind_itdpaid11",2013,111,03/31/2022,9506566.59314605,27758594.2098091,"ind_itdpaid",2935555806.02179
"ind_itdpaid.111.2019-03-31.2014.ind_itdpaid111",2014,111,03/31/2023,12818736.8828922,35356864.1909302,"ind_itdpaid",3220372916.72851
"ind_itdpaid.111.2019-03-31.2015.ind_itdpaid1111",2015,111,03/31/2024,16745994.8309316,44578736.116148,"ind_itdpaid",3453160238.85321
"ind_itdpaid.111.2019-03-31.2016.ind_itdpaid11111",2016,111,03/31/2025,21575141.6541631,56848530.0218062,"ind_itdpaid",3577122399.34713
"ind_itdpaid.111.2019-03-31.2017.ind_itdpaid111111",2017,111,03/31/2026,26148655.138176,67992409.0593216,"ind_itdpaid",3738129452.00427
"ind_itdpaid.123.2019-03-31.2010.ind_itdpaid",2010,123,03/31/2020,3331401.14532615,10929264.6570735,"ind_itdpaid",2696181894.23348
"ind_itdpaid.123.2019-03-31.2011.ind_itdpaid1",2011,123,03/31/2021,6234799.23815348,19874425.3062936,"ind_itdpaid",2728192624.96724
"ind_itdpaid.123.2019-03-31.2012.ind_itdpaid11",2012,123,03/31/2022,8398999.3122578,25775423.8559535,"ind_itdpaid",2843778614.86424
"ind_itdpaid.123.2019-03-31.2013.ind_itdpaid111",2013,123,03/31/2023,10395916.3426192,30614275.1862746,"ind_itdpaid",2999281600.62185
"ind_itdpaid.123.2019-03-31.2014.ind_itdpaid1111",2014,123,03/31/2024,13713495.7058423,38088600.3330173,"ind_itdpaid",3290281593.854
"ind_itdpaid.123.2019-03-31.2015.ind_itdpaid11111",2015,123,03/31/2025,17656162.1539982,47231202.7129108,"ind_itdpaid",3528122322.57544
"ind_itdpaid.123.2019-03-31.2016.ind_itdpaid111111",2016,123,03/31/2026,22501321.0807903,59460131.3522579,"ind_itdpaid",3654775485.28488
"ind_itdpaid.123.2019-03-31.2017.ind_itdpaid1111111",2017,123,03/31/2027,27129900.291187,70675771.4530458,"ind_itdpaid",3819277720.13061
"ind_itdpaid.135.2019-03-31.2009.ind_itdpaid",2009,135,03/31/2020,2421153.59781985,8122959.93629688,"ind_itdpaid",2672357418.29362
"ind_itdpaid.135.2019-03-31.2010.ind_itdpaid1",2010,135,03/31/2021,4198456.5751017,13821686.2066845,"ind_itdpaid",2740204529.29792
"ind_itdpaid.135.2019-03-31.2011.ind_itdpaid11",2011,135,03/31/2022,6816389.44563679,21827911.7978905,"ind_itdpaid",2772737923.8476
"ind_itdpaid.135.2019-03-31.2012.ind_itdpaid111",2012,135,03/31/2023,8928738.72941007,27524652.2747396,"ind_itdpaid",2890211175.08356
"ind_itdpaid.135.2019-03-31.2013.ind_itdpaid1111",2013,135,03/31/2024,10920636.3945044,32300978.3971528,"ind_itdpaid",3048253177.66644
"ind_itdpaid.135.2019-03-31.2014.ind_itdpaid11111",2014,135,03/31/2025,14262900.5237882,39762657.385845,"ind_itdpaid",3344004551.55774
"ind_itdpaid.135.2019-03-31.2015.ind_itdpaid111111",2015,135,03/31/2026,18236154.0090397,48915877.2930311,"ind_itdpaid",3585728688.7489
"ind_itdpaid.135.2019-03-31.2016.ind_itdpaid1111111",2016,135,03/31/2027,23115013.1628332,61185097.6281853,"ind_itdpaid",3714449815.03812
"ind_itdpaid.135.2019-03-31.2017.ind_itdpaid11111111",2017,135,03/31/2028,27796248.8066575,72493816.0645454,"ind_itdpaid",3881638004.3691
"ind_itdpaid.147.2019-03-31.2008.ind_itdpaid",2008,147,03/31/2020,2058466.93248509,6803698.00682961,"ind_itdpaid",2799485446.08829
"ind_itdpaid.147.2019-03-31.2009.ind_itdpaid1",2009,147,03/31/2021,3158229.23367685,10603909.011674,"ind_itdpaid",2706663210.46432
"ind_itdpaid.147.2019-03-31.2010.ind_itdpaid11",2010,147,03/31/2022,4716688.5619302,15552076.0904621,"ind_itdpaid",2775381293.61986
"ind_itdpaid.147.2019-03-31.2011.ind_itdpaid111",2011,147,03/31/2023,7206100.08405224,23134512.825862,"ind_itdpaid",2808332328.36407
"ind_itdpaid.147.2019-03-31.2012.ind_itdpaid1111",2012,147,03/31/2024,9295992.39231044,28733021.4926098,"ind_itdpaid",2927313616.2552
"ind_itdpaid.147.2019-03-31.2013.ind_itdpaid11111",2013,147,03/31/2025,11291394.8927319,33486767.1457969,"ind_itdpaid",3087384447.78804
"ind_itdpaid.147.2019-03-31.2014.ind_itdpaid111111",2014,147,03/31/2026,14659097.2640286,40962502.7166066,"ind_itdpaid",3386932463.96134
"ind_itdpaid.147.2019-03-31.2015.ind_itdpaid1111111",2015,147,03/31/2027,18662309.8939246,50146213.1703889,"ind_itdpaid",3631759680.8365
"ind_itdpaid.147.2019-03-31.2016.ind_itdpaid11111111",2016,147,03/31/2028,23574618.3286824,62470446.9834903,"ind_itdpaid",3762133235.86756
"ind_itdpaid.147.2019-03-31.2017.ind_itdpaid111111111",2017,147,03/31/2029,28301112.7884791,73865798.8650687,"ind_itdpaid",3931467666.28042
"ind_itdpaid.159.2019-03-31.2007.ind_itdpaid",2007,159,03/31/2020,1006524.47137677,3368824.95328494,"ind_itdpaid",2748731331.37261
"ind_itdpaid.159.2019-03-31.2008.ind_itdpaid1",2008,159,03/31/2021,2322723.38988932,7674693.71849364,"ind_itdpaid",2827641795.36708
"ind_itdpaid.159.2019-03-31.2009.ind_itdpaid11",2009,159,03/31/2022,3343387.40257152,11225140.5109259,"ind_itdpaid",2733885982.72069
"ind_itdpaid.159.2019-03-31.2010.ind_itdpaid111",2010,159,03/31/2023,4873461.3846051,16072680.2161879,"ind_itdpaid",2803295210.86997
"ind_itdpaid.159.2019-03-31.2011.ind_itdpaid1111",2011,159,03/31/2024,7352317.17769577,23616463.9282031,"ind_itdpaid",2836577656.81856
"ind_itdpaid.159.2019-03-31.2012.ind_itdpaid11111",2012,159,03/31/2025,9451705.84010411,29231573.5803924,"ind_itdpaid",2956755621.30046
"ind_itdpaid.159.2019-03-31.2013.ind_itdpaid111111",2013,159,03/31/2026,11461983.9325518,34013366.1758304,"ind_itdpaid",3118436395.20619
"ind_itdpaid.159.2019-03-31.2014.ind_itdpaid1111111",2014,159,03/31/2027,14859431.8701808,41544832.6906194,"ind_itdpaid",3420997171.66404
"ind_itdpaid.159.2019-03-31.2015.ind_itdpaid11111111",2015,159,03/31/2028,18897809.8308258,50799859.2304223,"ind_itdpaid",3668286784.13441
"ind_itdpaid.159.2019-03-31.2016.ind_itdpaid111111111",2016,159,03/31/2029,23852347.348031,63222956.7359993,"ind_itdpaid",3799971595.61701
"ind_itdpaid.159.2019-03-31.2017.ind_itdpaid1111111111",2017,159,03/31/2030,28622717.8968014,74718513.9614762,"ind_itdpaid",3971009138.78378
"ind_itdpaid.171.2019-03-31.2006.ind_itdpaid",2006,171,03/31/2020,1005347.38041073,3447949.89449233,"ind_itdpaid",2607734537.6461
"ind_itdpaid.171.2019-03-31.2007.ind_itdpaid1",2007,171,03/31/2021,1473301.14411012,4915752.79204382,"ind_itdpaid",2770871636.72876
"ind_itdpaid.171.2019-03-31.2008.ind_itdpaid11",2008,171,03/31/2022,2586484.98390585,8535123.35493194,"ind_itdpaid",2850417703.68257
"ind_itdpaid.171.2019-03-31.2009.ind_itdpaid111",2009,171,03/31/2023,3533820.51604512,11857726.04761,"ind_itdpaid",2755906712.71183
"ind_itdpaid.171.2019-03-31.2010.ind_itdpaid1111",2010,171,03/31/2024,5032064.49340215,16594945.6733965,"ind_itdpaid",2825875013.87352
"ind_itdpaid.171.2019-03-31.2011.ind_itdpaid11111",2011,171,03/31/2025,7493073.39750092,24078916.0232874,"ind_itdpaid",2859425541.13945
"ind_itdpaid.171.2019-03-31.2012.ind_itdpaid111111",2012,171,03/31/2026,9596878.95019903,29696695.293273,"ind_itdpaid",2980571507.40469
"ind_itdpaid.171.2019-03-31.2013.ind_itdpaid1111111",2013,171,03/31/2027,11617692.6851777,34495687.146422,"ind_itdpaid",3143554577.26916
"ind_itdpaid.171.2019-03-31.2014.ind_itdpaid11111111",2014,171,03/31/2028,15038007.5126773,42066746.5763934,"ind_itdpaid",3448552400.92151
"ind_itdpaid.171.2019-03-31.2015.ind_itdpaid111111111",2015,171,03/31/2029,19103296.3077859,51373374.795608,"ind_itdpaid",3697833865.9491
"ind_itdpaid.171.2019-03-31.2016.ind_itdpaid1111111111",2016,171,03/31/2030,24089782.0522134,63869058.2807214,"ind_itdpaid",3830579363.83044
"ind_itdpaid.171.2019-03-31.2017.ind_itdpaid11111111111",2017,171,03/31/2031,28894510.5302347,75441398.3994929,"ind_itdpaid",4002994569.26266
"ind_itdpaid.183.2019-03-31.2005.ind_itdpaid",2005,183,03/31/2020,917946.187423788,3180628.46162357,"ind_itdpaid",2520071751.02232
"ind_itdpaid.183.2019-03-31.2006.ind_itdpaid1",2006,183,03/31/2021,1392426.68392162,4752672.68440738,"ind_itdpaid",2625301798.69964
"ind_itdpaid.183.2019-03-31.2007.ind_itdpaid11",2007,183,03/31/2022,1797893.21849868,5974062.27632404,"ind_itdpaid",2789537886.94924
"ind_itdpaid.183.2019-03-31.2008.ind_itdpaid111",2008,183,03/31/2023,2805874.87703521,9238654.39469256,"ind_itdpaid",2869619823.83297
"ind_itdpaid.183.2019-03-31.2009.ind_itdpaid1111",2009,183,03/31/2024,3698384.15186898,12395325.7398516,"ind_itdpaid",2774472150.24487
"ind_itdpaid.183.2019-03-31.2010.ind_itdpaid11111",2010,183,03/31/2025,5170865.11144703,17045103.2770047,"ind_itdpaid",2844911799.77206
"ind_itdpaid.183.2019-03-31.2011.ind_itdpaid111111",2011,183,03/31/2026,7616080.32236017,24478320.878395,"ind_itdpaid",2878688343.47581
"ind_itdpaid.183.2019-03-31.2012.ind_itdpaid1111111",2012,183,03/31/2027,9723158.27431962,30097529.1282062,"ind_itdpaid",3000650421.49791
"ind_itdpaid.183.2019-03-31.2013.ind_itdpaid11111111",2013,183,03/31/2028,11752628.8234449,34910502.3079754,"ind_itdpaid",3164731442.89629
"ind_itdpaid.183.2019-03-31.2014.ind_itdpaid111111111",2014,183,03/31/2029,15192039.223047,42514358.5083849,"ind_itdpaid",3471783914.48596
"ind_itdpaid.183.2019-03-31.2015.ind_itdpaid1111111111",2015,183,03/31/2030,19279735.3940315,51863730.2349418,"ind_itdpaid",3722744688.70271
"ind_itdpaid.183.2019-03-31.2016.ind_itdpaid11111111111",2016,183,03/31/2031,24292713.6901285,64419586.7359167,"ind_itdpaid",3856384439.73034
"ind_itdpaid.183.2019-03-31.2017.ind_itdpaid111111111111",2017,183,03/31/2032,29126177.7682288,76056044.376167,"ind_itdpaid",4029961137.2085
"ind_itdpaid.195.2019-03-31.2004.ind_itdpaid",2004,195,03/31/2020,1074430.62555345,3232402.47108509,"ind_itdpaid",3197739019.44532
"ind_itdpaid.195.2019-03-31.2005.ind_itdpaid1",2005,195,03/31/2021,1255699.12054204,4302018.74093582,"ind_itdpaid",2533923852.34374
"ind_itdpaid.195.2019-03-31.2006.ind_itdpaid11",2006,195,03/31/2022,1657374.94503579,5609105.9629951,"ind_itdpaid",2639732318.98151
"ind_itdpaid.195.2019-03-31.2007.ind_itdpaid111",2007,195,03/31/2023,2038682.01198982,6726633.63434589,"ind_itdpaid",2804871165.2316
"ind_itdpaid.195.2019-03-31.2008.ind_itdpaid1111",2008,195,03/31/2024,2983223.27766247,9783735.81234139,"ind_itdpaid",2885393289.22639
"ind_itdpaid.195.2019-03-31.2009.ind_itdpaid11111",2009,195,03/31/2025,3835026.96425975,12823925.7699886,"ind_itdpaid",2789722616.55522
"ind_itdpaid.195.2019-03-31.2010.ind_itdpaid111111",2010,195,03/31/2026,5287379.27013735,17409336.034329,"ind_itdpaid",2860549452.34483
"ind_itdpaid.195.2019-03-31.2011.ind_itdpaid1111111",2011,195,03/31/2027,7719453.10867163,24804255.1022822,"ind_itdpaid",2894511655.88365
"ind_itdpaid.195.2019-03-31.2012.ind_itdpaid11111111",2012,195,03/31/2028,9829022.39959596,30425408.5140374,"ind_itdpaid",3017144123.96963
"ind_itdpaid.195.2019-03-31.2013.ind_itdpaid111111111",2013,195,03/31/2029,11865499.9044333,35250185.2784678,"ind_itdpaid",3182127051.01113
"ind_itdpaid.195.2019-03-31.2014.ind_itdpaid1111111111",2014,195,03/31/2030,15320511.0303018,42881252.0375669,"ind_itdpaid",3490867300.71495
"ind_itdpaid.195.2019-03-31.2015.ind_itdpaid11111111111",2015,195,03/31/2031,19426467.4874288,52265945.9332366,"ind_itdpaid",3743207533.30257
"ind_itdpaid.195.2019-03-31.2016.ind_itdpaid111111111111",2016,195,03/31/2032,24460966.4638102,64871409.0534153,"ind_itdpaid",3877581863.16552
"ind_itdpaid.195.2019-03-31.2017.ind_itdpaid1111111111111",2017,195,03/31/2033,29317907.9789858,76560618.9142676,"ind_itdpaid",4052112661.25592
"ind_itdpaid.207.2019-03-31.2003.ind_itdpaid",2003,207,03/31/2020,1166023.43675114,2800277.89594394,"ind_itdpaid",4532731859.7359
"ind_itdpaid.207.2019-03-31.2004.ind_itdpaid1",2004,207,03/31/2021,1359550.8783009,4013136.66550207,"ind_itdpaid",3212811104.93926
"ind_itdpaid.207.2019-03-31.2005.ind_itdpaid11",2005,207,03/31/2022,1421474.26173837,4804846.61308913,"ind_itdpaid",2545867139.99336
"ind_itdpaid.207.2019-03-31.2006.ind_itdpaid111",2006,207,03/31/2023,1799534.52722351,6028894.86612047,"ind_itdpaid",2652174319.70479
"ind_itdpaid.207.2019-03-31.2007.ind_itdpaid1111",2007,207,03/31/2024,2172794.32530222,7109880.19366038,"ind_itdpaid",2818091524.2868
"ind_itdpaid.207.2019-03-31.2008.ind_itdpaid11111",2008,207,03/31/2025,3088666.33096872,10081724.3356679,"ind_itdpaid",2898993177.79591
"ind_itdpaid.207.2019-03-31.2009.ind_itdpaid111111",2009,207,03/31/2026,3919984.64834259,13071185.9567733,"ind_itdpaid",2802871575.09294
"ind_itdpaid.207.2019-03-31.2010.ind_itdpaid1111111",2010,207,03/31/2027,5363501.61108446,17632947.6077179,"ind_itdpaid",2874032243.04264
"ind_itdpaid.207.2019-03-31.2011.ind_itdpaid11111111",2011,207,03/31/2028,7791834.71810451,25021902.3618966,"ind_itdpaid",2908154522.57021
"ind_itdpaid.207.2019-03-31.2012.ind_itdpaid111111111",2012,207,03/31/2029,9906091.06649798,30654471.5174099,"ind_itdpaid",3031365001.25433
"ind_itdpaid.207.2019-03-31.2013.ind_itdpaid1111111111",2013,207,03/31/2030,11949762.7193088,35494331.226578,"ind_itdpaid",3197125551.72485
"ind_itdpaid.207.2019-03-31.2014.ind_itdpaid11111111111",2014,207,03/31/2031,15419142.2569021,43153726.3314136,"ind_itdpaid",3507321004.43638
"ind_itdpaid.207.2019-03-31.2015.ind_itdpaid111111111111",2015,207,03/31/2032,19541994.6198293,52574206.9279677,"ind_itdpaid",3760850606.61795
"ind_itdpaid.207.2019-03-31.2016.ind_itdpaid1111111111111",2016,207,03/31/2033,24596686.1319003,65228854.1631136,"ind_itdpaid",3895858290.66508
"ind_itdpaid.207.2019-03-31.2017.ind_itdpaid11111111111111",2017,207,03/31/2034,29474706.997405,76967244.1459273,"ind_itdpaid",4071211714.70905
"ind_itdpaid.219.2019-03-31.2002.ind_itdpaid",2002,219,03/31/2020,1359943.30212775,2998416.33721133,"ind_itdpaid",4765062695.84303
"ind_itdpaid.219.2019-03-31.2003.ind_itdpaid1",2003,219,03/31/2021,1749137.42205326,4061896.15220214,"ind_itdpaid",4552397555.0997
"ind_itdpaid.219.2019-03-31.2004.ind_itdpaid11",2004,219,03/31/2022,1646975.6609345,4725822.78680353,"ind_itdpaid",3226750196.5084
"ind_itdpaid.219.2019-03-31.2005.ind_itdpaid111",2005,219,03/31/2023,1603334.21007639,5302035.15993793,"ind_itdpaid",2556912630.69547
"ind_itdpaid.219.2019-03-31.2006.ind_itdpaid1111",2006,219,03/31/2024,1960715.87464147,6456730.05019702,"ind_itdpaid",2663681034.38305
"ind_itdpaid.219.2019-03-31.2007.ind_itdpaid11111",2007,219,03/31/2025,2326925.28264434,7505337.90680327,"ind_itdpaid",2830318086.79676
"ind_itdpaid.219.2019-03-31.2008.ind_itdpaid111111",2008,219,03/31/2026,3211434.55733526,10393192.784307,"ind_itdpaid",2911570739.95058
"ind_itdpaid.219.2019-03-31.2009.ind_itdpaid1111111",2009,219,03/31/2027,4018130.0268899,13328651.1265685,"ind_itdpaid",2815032104.38197
"ind_itdpaid.219.2019-03-31.2010.ind_itdpaid11111111",2010,219,03/31/2028,5449400.40534648,17862551.1086669,"ind_itdpaid",2886501509.76885
"ind_itdpaid.219.2019-03-31.2011.ind_itdpaid111111111",2011,219,03/31/2029,7869912.04054387,25239867.5355407,"ind_itdpaid",2920771832.10483
"ind_itdpaid.219.2019-03-31.2012.ind_itdpaid1111111111",2012,219,03/31/2030,9986940.66587569,30880616.8272226,"ind_itdpaid",3044516871.36178
"ind_itdpaid.219.2019-03-31.2013.ind_itdpaid11111111111",2013,219,03/31/2031,12036545.1948193,35733199.7574874,"ind_itdpaid",3210996590.005
"ind_itdpaid.219.2019-03-31.2014.ind_itdpaid111111111111",2014,219,03/31/2032,15518638.1405238,43417558.2470727,"ind_itdpaid",3522537855.67548
"ind_itdpaid.219.2019-03-31.2015.ind_itdpaid1111111111111",2015,219,03/31/2033,19656362.4617211,52869745.7955098,"ind_itdpaid",3777167420.54544
"ind_itdpaid.219.2019-03-31.2016.ind_itdpaid11111111111111",2016,219,03/31/2034,24728629.059125,65568175.7713525,"ind_itdpaid",3912760848.48134
"ind_itdpaid.219.2019-03-31.2017.ind_itdpaid111111111111111",2017,219,03/31/2035,29625579.4397171,77351058.1623848,"ind_itdpaid",4088875060.30737
"ind_itdpaid.231.2019-03-31.2001.ind_itdpaid",2001,231,03/31/2020,1276333.81000624,2620791.11399213,"ind_itdpaid",4830050672.23746
"ind_itdpaid.231.2019-03-31.2002.ind_itdpaid1",2002,231,03/31/2021,1859485.75795559,3981029.76049917,"ind_itdpaid",4780820179.4033
"ind_itdpaid.231.2019-03-31.2003.ind_itdpaid11",2003,231,03/31/2022,2129896.73701402,4806601.7059954,"ind_itdpaid",4567451780.8703
"ind_itdpaid.231.2019-03-31.2004.ind_itdpaid111",2004,231,03/31/2023,1860739.36656234,5204335.55393616,"ind_itdpaid",3237420667.48015
"ind_itdpaid.231.2019-03-31.2005.ind_itdpaid1111",2005,231,03/31/2024,1745637.99768642,5652068.15191797,"ind_itdpaid",2565368030.197
"ind_itdpaid.231.2019-03-31.2006.ind_itdpaid11111",2006,231,03/31/2025,2090118.53472959,6765052.89247243,"ind_itdpaid",2672489504.02725
"ind_itdpaid.231.2019-03-31.2007.ind_itdpaid111111",2007,231,03/31/2026,2452248.49870132,7793677.82509361,"ind_itdpaid",2839677604.9332
"ind_itdpaid.231.2019-03-31.2008.ind_itdpaid1111111",2008,231,03/31/2027,3313230.98653228,10624882.1005184,"ind_itdpaid",2921198950.74188
"ind_itdpaid.231.2019-03-31.2009.ind_itdpaid11111111",2009,231,03/31/2028,4099918.73324056,13522062.5316004,"ind_itdpaid",2824341073.63123
"ind_itdpaid.231.2019-03-31.2010.ind_itdpaid111111111",2010,231,03/31/2029,5520719.25126894,18036152.1532875,"ind_itdpaid",2896046819.6609
"ind_itdpaid.231.2019-03-31.2011.ind_itdpaid1111111111",2011,231,03/31/2030,7933817.49631611,25405479.361745,"ind_itdpaid",2930430469.7903
"ind_itdpaid.231.2019-03-31.2012.ind_itdpaid11111111111",2012,231,03/31/2031,10052425.2612045,31052755.7554699,"ind_itdpaid",3054584718.86173
"ind_itdpaid.231.2019-03-31.2013.ind_itdpaid111111111111",2013,231,03/31/2032,12106317.7333409,35915200.9515624,"ind_itdpaid",3221614965.71351
"ind_itdpaid.231.2019-03-31.2014.ind_itdpaid1111111111111",2014,231,03/31/2033,15597940.0849179,43618783.0889944,"ind_itdpaid",3534186460.50908
"ind_itdpaid.231.2019-03-31.2015.ind_itdpaid11111111111111",2015,231,03/31/2034,19746772.8281008,53095352.8010079,"ind_itdpaid",3789658054.42221
"ind_itdpaid.231.2019-03-31.2016.ind_itdpaid111111111111111",2016,231,03/31/2035,24832081.8304326,65827418.1198292,"ind_itdpaid",3925699873.35482
"ind_itdpaid.231.2019-03-31.2017.ind_itdpaid1111111111111111",2017,231,03/31/2036,29743310.4217754,77644425.1524715,"ind_itdpaid",4102396473.48813
"ind_itdpaid.243.2019-03-31.2000.ind_itdpaid",2000,243,03/31/2020,851362.671387498,2031400.26588813,"ind_itdpaid",3416823262.35567
"ind_itdpaid.243.2019-03-31.2001.ind_itdpaid1",2001,243,03/31/2021,1758544.27437454,3570682.22210622,"ind_itdpaid",4841849248.58384
"ind_itdpaid.243.2019-03-31.2002.ind_itdpaid11",2002,243,03/31/2022,2213721.58740205,4659844.0685421,"ind_itdpaid",4792498498.26841
"ind_itdpaid.243.2019-03-31.2003.ind_itdpaid111",2003,243,03/31/2023,2420779.12316256,5361542.2501671,"ind_itdpaid",4578608895.40219
"ind_itdpaid.243.2019-03-31.2004.ind_itdpaid1111",2004,243,03/31/2024,2033020.53104649,5580059.39816461,"ind_itdpaid",3245328856.7524
"ind_itdpaid.243.2019-03-31.2005.ind_itdpaid11111",2005,243,03/31/2025,1863529.53665763,5933630.14360078,"ind_itdpaid",2571634567.05443
"ind_itdpaid.243.2019-03-31.2006.ind_itdpaid111111",2006,243,03/31/2026,2198989.41743833,7016076.01087637,"ind_itdpaid",2679017711.20102
"ind_itdpaid.243.2019-03-31.2007.ind_itdpaid1111111",2007,243,03/31/2027,2558519.68705056,8029723.44030066,"ind_itdpaid",2846614209.80434
"ind_itdpaid.243.2019-03-31.2008.ind_itdpaid11111111",2008,243,03/31/2028,3400526.56827264,10815587.5174526,"ind_itdpaid",2928334691.37529
"ind_itdpaid.243.2019-03-31.2009.ind_itdpaid111111111",2009,243,03/31/2029,4170038.65115391,13680640.4058483,"ind_itdpaid",2831240215.28558
"ind_itdpaid.243.2019-03-31.2010.ind_itdpaid1111111111",2010,243,03/31/2030,5581279.66526641,18176912.9335323,"ind_itdpaid",2903121120.08198
"ind_itdpaid.243.2019-03-31.2011.ind_itdpaid11111111111",2011,243,03/31/2031,7986808.73564109,25537096.8810064,"ind_itdpaid",2937588760.65965
"ind_itdpaid.243.2019-03-31.2012.ind_itdpaid111111111111",2012,243,03/31/2032,10105823.1267471,31187953.6733081,"ind_itdpaid",3062046286.75358
"ind_itdpaid.243.2019-03-31.2013.ind_itdpaid1111111111111",2013,243,03/31/2033,12162539.2192744,36057058.7813296,"ind_itdpaid",3229484545.70573
"ind_itdpaid.243.2019-03-31.2014.ind_itdpaid11111111111111",2014,243,03/31/2034,15660941.219192,43774232.9134566,"ind_itdpaid",3542819572.58311
"ind_itdpaid.243.2019-03-31.2015.ind_itdpaid111111111111111",2015,243,03/31/2035,19817628.5522397,53268134.178915,"ind_itdpaid",3798915218.14904
"ind_itdpaid.243.2019-03-31.2016.ind_itdpaid1111111111111111",2016,243,03/31/2036,24912045.8672353,66024219.9431668,"ind_itdpaid",3935289352.39175
"ind_itdpaid.243.2019-03-31.2017.ind_itdpaid11111111111111111",2017,243,03/31/2037,29833569.0198929,77865989.5758937,"ind_itdpaid",4112417577.05001
"ind_itdpaid.255.2019-03-31.1999.ind_itdpaid",1999,255,03/31/2020,819167.679096748,2029764.34553861,"ind_itdpaid",3044888636.27668
"ind_itdpaid.255.2019-03-31.2000.ind_itdpaid1",2000,255,03/31/2021,1255530.27123756,2962542.42866326,"ind_itdpaid",3423949738.72967
"ind_itdpaid.255.2019-03-31.2001.ind_itdpaid11",2001,255,03/31/2022,2193001.61818188,4400912.40100601,"ind_itdpaid",4851947905.03373
"ind_itdpaid.255.2019-03-31.2002.ind_itdpaid111",2002,255,03/31/2023,2567164.82580914,5320049.24620102,"ind_itdpaid",4802494223.74143
"ind_itdpaid.255.2019-03-31.2003.ind_itdpaid1111",2003,255,03/31/2024,2721814.28216716,5922353.03491721,"ind_itdpaid",4588158510.82374
"ind_itdpaid.255.2019-03-31.2004.ind_itdpaid11111",2004,255,03/31/2025,2217184.02820952,5972218.59449313,"ind_itdpaid",3252097646.8383
